pub_date,open,close,low,high,amount,vol,tor,vr,ma5,ma10,ma20
2017-12-22,68.3,66.12,65.93,68.49,914161216.0,137224.0,0.98,1.32,67.27,65.94
2017-12-21,68.0,68.26,67.43,68.98,658543616.0,96808.0,0.69,0.95,67.04,65.39
2017-12-20,66.84,68.2,65.84,69.0,883957632.0,130020.0,0.93,1.32,66.54,64.49
2017-12-19,66.9,66.99,66.19,68.25,650651648.0,96583.0,0.69,1.03,66.05,63.78
2017-12-18,65.69,66.76,65.69,68.0,769061632.0,114892.0,0.82,1.1,65.24,63.34
2017-12-15,65.68,65.0,64.73,67.0,524694464.0,79649.0,0.57,0.72,64.61,62.9
2017-12-14,65.73,65.77,64.49,66.76,563956672.0,85884.0,0.61,0.74,63.75,62.4
2017-12-13,62.77,65.74,62.58,65.83,737591936.0,114675.0,0.82,0.96,62.44,61.75
2017-12-12,64.0,62.91,62.75,64.5,466812000.0,73634.0,0.53,0.56,61.5,61.26
2017-12-11,61.28,63.62,61.0,63.8,1053727424.0,167167.0,1.19,1.37,61.44,61.27
2017-12-08,58.83,60.7,58.8,60.99,660666048.0,109721.0,0.78,0.92,61.19,61.2
2017-12-07,61.08,59.22,58.7,61.17,698483264.0,117384.0,0.84,0.97,61.05,61.54
2017-12-06,62.5,61.05,60.2,63.5,787385856.0,127862.0,0.91,1.03,61.06,61.97
2017-12-05,62.31,62.61,61.81,64.45,868337856.0,137919.0,0.98,1.17,61.02,62.64
2017-12-04,60.19,62.35,59.51,63.1,733527616.0,118480.0,0.85,0.97,61.1,63.39
2017-12-01,59.57,60.01,58.98,60.43,567392000.0,94916.0,0.68,0.69,61.21,64.01
2017-11-30,60.66,59.28,58.5,61.68,746465088.0,124565.0,0.89,0.84,62.04,64.91
2017-11-29,63.25,60.86,60.05,63.3,882446592.0,144580.0,1.03,0.97,62.89,66.04
2017-11-28,61.85,62.99,61.85,64.28,688756032.0,109217.0,0.78,0.68,64.25,66.69
2017-11-27,62.9,62.92,61.13,64.26,856902144.0,136882.0,0.98,0.86,65.69,66.94
2017-11-24,63.32,64.16,61.0,64.16,1058799872.0,169508.0,1.21,1.0,66.8,67.41
