pub_date,open,close,low,high,amount,vol,tor,vr,ma5,ma10,ma20
2017-10-18,50.01,48.46,48.43,50.65,2079107584.0,420077.0,3.57,0.95,52.46,53.57
2017-10-17,52.9,50.32,48.91,52.93,3312640768.0,657566.0,5.58,1.58,53.84,54.02
2017-10-16,56.4,53.23,53.18,56.41,2578585600.0,471895.0,4.01,1.12,55.03,54.22
2017-10-13,54.72,55.55,54.31,55.8,1768784640.0,319689.0,2.71,0.74,55.44,54.22
2017-10-12,55.5,54.72,54.38,55.89,1565411712.0,285265.0,2.42,0.61,55.06,53.98
2017-10-11,56.32,55.38,54.88,56.98,2621536000.0,469890.0,3.99,1.06,54.69,53.8
2017-10-10,55.5,56.26,54.68,56.26,2957566208.0,532517.0,4.52,1.25,54.21,53.84
2017-10-09,54.5,55.29,54.15,55.49,2778656000.0,505284.0,4.29,1.29,53.41,53.82
2017-09-29,52.99,53.65,52.28,54.1,1884436992.0,353541.0,3.0,0.91,53.01,53.68
2017-09-28,53.15,52.85,52.8,54.62,2605965568.0,484644.0,4.12,1.18,52.89,53.62
2017-09-27,52.48,53.0,51.8,53.3,1807654144.0,342764.0,2.91,0.8,52.91,53.74
2017-09-26,53.3,52.24,51.18,53.68,2337995776.0,448646.0,3.81,0.9,53.47,54.01
2017-09-25,53.4,53.3,53.09,54.35,1740190592.0,323313.0,2.75,0.64,54.23,54.36
2017-09-22,53.0,53.07,52.31,53.64,1805409664.0,339482.0,2.88,0.63,54.36,54.5
2017-09-21,55.7,52.94,52.8,55.7,3225123584.0,596159.0,5.06,1.15,54.34,54.72
2017-09-20,55.62,55.79,54.7,55.83,2456401920.0,444247.0,3.77,0.86,54.57,55.31
2017-09-19,54.3,56.05,54.1,56.65,4432546816.0,794348.0,6.75,1.55,54.55,55.56
2017-09-18,53.39,53.94,53.17,54.48,1982242688.0,368079.0,3.13,0.66,54.49,55.87
2017-09-15,54.06,53.0,52.84,54.75,2591352064.0,484058.0,4.11,0.71,54.65,56.31
2017-09-14,55.5,54.06,53.98,56.1,2809289216.0,511725.0,4.35,0.7,55.09,56.83
2017-09-13,55.95,55.71,55.35,56.75,2333733120.0,417452.0,3.54,0.52,56.05,57.13
2017-09-12,54.87,55.75,54.3,56.99,4310059008.0,773783.0,6.57,0.97,56.57,57.22
2017-09-11,54.56,54.73,53.86,55.48,3336889856.0,611966.0,5.2,0.72,57.25,57.26
2017-09-08,58.63,55.2,54.78,58.65,6188624896.0,1099547.0,9.34,1.33,57.97,57.57
2017-09-07,58.4,58.87,58.01,60.26,4571938816.0,773179.0,6.57,0.97,58.58,58.25
2017-09-06,58.7,58.28,56.8,59.38,4327523840.0,746869.0,6.34,0.97,58.21,58.29
2017-09-05,58.29,59.19,58.0,60.35,4513210368.0,759326.0,6.45,0.9,57.88,58.35
2017-09-04,57.78,58.3,56.98,59.94,5063862784.0,865643.0,7.35,0.82,57.26,58.48
2017-09-01,56.91,58.25,56.15,59.55,5686647808.0,983528.0,8.35,0.94,57.18,58.93
2017-08-31,56.74,57.01,55.69,57.13,3458944768.0,613272.0,5.21,0.58,57.92,59.1
2017-08-30,56.49,56.64,55.88,56.87,3632647936.0,644454.0,5.47,0.59,58.36,59.35
2017-08-29,56.22,56.1,55.64,57.52,6215607296.0,1103211.0,9.37,1.01,58.82,59.49
2017-08-28,62.5,57.9,57.2,64.77,11786728448.0,1925448.0,16.35,2.03,59.7,59.37
2017-08-25,59.38,61.97,58.6,62.3,5799438336.0,960558.0,8.16,0.99,60.67,58.86
2017-08-24,59.32,59.21,58.0,60.15,3944116992.0,666817.0,5.66,0.58,60.28,57.46
2017-08-23,60.45,58.93,58.8,61.36,4956632576.0,827041.0,7.02,0.67,60.33,56.34
2017-08-22,62.47,60.47,59.71,62.88,6628139008.0,1091884.0,9.27,0.87,60.17,55.27
2017-08-21,59.34,62.77,59.34,63.38,7425761280.0,1202226.0,10.21,0.96,59.05,54.07
2017-08-18,59.62,60.0,58.31,61.23,6332537856.0,1061660.0,9.02,0.9,57.05,52.35
2017-08-17,57.5,59.5,57.2,63.82,9512815616.0,1574732.0,13.37,1.48,54.64,50.91
2017-08-16,54.62,58.09,53.51,59.53,6925150208.0,1233558.0,10.47,1.34,52.34,49.51
2017-08-15,54.2,54.9,53.51,55.33,6444050944.0,1181858.0,10.04,1.36,50.37,48.52
2017-08-14,48.83,52.76,48.83,52.76,6139897344.0,1190928.0,10.11,1.65,49.09,47.9
2017-08-11,47.59,47.96,47.59,49.27,3416919808.0,706553.0,6.0,1.02,47.64,47.37
2017-08-10,47.78,48.0,47.6,50.91,4903241216.0,990990.0,8.42,1.48,47.18,47.32
2017-08-09,48.55,48.22,47.88,49.08,2515792128.0,519452.0,4.41,0.73,46.67,47.43
2017-08-08,45.31,48.51,45.16,49.58,4563371008.0,949201.0,8.05,1.36,46.67,47.08
2017-08-07,45.79,45.53,45.05,46.57,1991174784.0,435022.0,3.69,0.57,46.71,46.64
2017-08-04,45.28,45.63,44.79,46.31,2576867584.0,565734.0,4.8,0.68,47.09,46.71
2017-08-03,47.74,45.47,45.4,48.3,4144756992.0,886438.0,7.52,0.96,47.46,46.73
2017-08-02,49.3,48.19,48.0,49.87,3630169600.0,742342.0,6.3,0.82,48.19,46.89
2017-08-01,46.89,48.75,46.79,49.9,4147960320.0,856389.0,7.27,0.94,47.49,46.39
2017-07-31,47.2,47.42,46.62,48.92,3607643136.0,755744.0,6.41,0.83,46.56,45.53
2017-07-28,48.51,47.45,47.43,49.29,4493891072.0,933089.0,7.92,1.0,46.32,44.79
2017-07-27,44.29,49.14,43.53,49.17,6265263616.0,1341462.0,11.38,1.43,46.0,43.96
2017-07-26,43.98,44.7,43.71,45.28,2832840704.0,636458.0,5.4,0.61,45.58,43.04
2017-07-25,45.95,44.1,43.47,46.18,3861681152.0,867223.0,7.36,0.86,45.29,42.51
2017-07-24,46.2,46.23,45.55,47.3,3637196288.0,785172.0,6.66,0.73,44.49,42.09
2017-07-21,47.5,45.83,45.55,47.92,4780990976.0,1026521.0,8.71,1.04,43.25,41.79
2017-07-20,43.31,47.06,43.11,47.38,6298198528.0,1384781.0,11.75,1.56,41.91,41.52
2017-07-19,40.03,43.23,39.3,43.97,4761245696.0,1151947.0,9.77,1.29,40.5,41.07
2017-07-18,40.25,40.1,38.7,40.41,2644110080.0,664539.0,5.64,0.66,39.73,41.11
2017-07-17,39.02,40.02,37.16,41.17,4533315584.0,1140383.0,9.67,1.17,39.69,41.46
2017-07-14,39.7,39.15,38.9,40.15,2392021760.0,606138.0,5.14,0.57,40.33,41.81
2017-07-13,39.26,40.0,39.1,40.55,3494036736.0,878157.0,7.45,0.78,41.13,41.88
2017-07-12,39.91,39.4,38.53,40.19,4657827328.0,1184356.0,10.05,1.09,41.64,41.89
2017-07-11,43.3,39.87,39.83,43.88,5242980352.0,1244939.0,10.56,1.21,42.48,41.73
2017-07-10,43.01,43.22,42.41,44.19,4165358848.0,963077.0,8.17,0.9,43.24,41.35
2017-07-07,42.31,43.15,42.06,43.5,4372577280.0,1018755.0,8.64,1.0,43.29,40.67
2017-07-06,43.03,42.55,42.44,44.95,5434223104.0,1250998.0,10.61,1.24,42.64,39.72
2017-07-05,43.27,43.63,42.09,43.98,4184951552.0,975019.0,8.27,0.98,42.14,38.78
2017-07-04,43.0,43.65,42.7,43.85,4051740672.0,936266.0,7.94,1.04,40.97,37.65
2017-07-03,40.3,43.45,39.91,43.45,4749423616.0,1140949.0,9.68,1.38,39.47,36.48
2017-06-30,39.78,39.9,39.58,41.44,3202400512.0,793476.0,6.73,1.06,38.06,35.35
2017-06-29,37.4,40.05,37.21,41.58,4792899584.0,1201935.0,10.2,1.92,36.8,34.53
2017-06-28,36.77,37.8,36.08,38.45,3424408320.0,922784.0,7.83,1.91,35.43,33.74
2017-06-27,36.3,36.14,35.71,36.49,1548432256.0,429223.0,3.64,0.99,34.32,33.06
2017-06-26,33.9,36.39,33.9,36.39,2841359872.0,800800.0,6.79,2.55,33.49,32.55
2017-06-23,33.05,33.63,32.75,33.74,1243573760.0,374217.0,3.17,1.38,32.64,31.97
2017-06-22,32.38,33.18,32.25,34.9,2055665408.0,611176.0,5.19,2.86,32.27,31.74
2017-06-21,32.26,32.28,31.71,32.5,658261248.0,205053.0,1.74,1.04,32.04,31.52
2017-06-20,32.3,31.95,31.89,32.38,575088448.0,179022.0,1.52,0.97,31.8,31.42
2017-06-19,31.81,32.17,31.72,32.35,638244608.0,198898.0,1.69,1.13,31.61,31.31
2017-06-16,32.07,31.75,31.66,32.24,504515392.0,158304.0,1.34,0.85,31.29,31.12
2017-06-15,31.08,32.07,31.02,32.3,1043083520.0,327427.0,2.78,2.09,31.21,30.95
2017-06-14,30.99,31.08,30.67,31.25,369611616.0,119486.0,1.01,0.64,31.0,30.73
2017-06-13,30.5,30.99,30.42,31.1,376621664.0,121844.0,1.03,0.61,31.04,30.6
2017-06-12,31.2,30.58,30.5,31.29,470096864.0,152224.0,1.29,0.75,31.01,30.49
2017-06-09,31.0,31.35,30.67,31.61,671497472.0,215487.0,1.83,1.1,30.94,30.42
2017-06-08,31.32,30.98,30.9,31.39,545197376.0,175083.0,1.49,0.88,30.69,30.18
2017-06-07,30.9,31.3,30.72,31.32,813736832.0,261902.0,2.22,1.39,30.46,29.91
2017-06-06,30.21,30.85,30.21,30.94,613681728.0,200144.0,1.7,1.05,30.16,29.72
2017-06-05,30.23,30.2,30.08,30.76,489601568.0,161062.0,1.37,0.78,29.97,29.57
2017-06-02,29.52,30.14,28.62,30.24,521455968.0,176888.0,1.5,0.87,29.9,29.53
2017-06-01,29.79,29.79,29.6,30.47,592518016.0,197075.0,1.67,0.96,29.66,29.5
2017-05-31,30.36,29.82,29.8,30.87,626291776.0,205992.0,1.75,1.08,29.36,29.52
2017-05-26,29.84,29.91,29.61,30.33,629482496.0,209926.0,1.78,1.16,29.28,29.45
2017-05-25,28.85,29.84,28.62,30.0,701216064.0,238311.0,2.02,1.42,29.16,29.29
2017-05-24,28.4,28.93,27.88,28.93,457299616.0,160138.0,1.36,0.92,29.16,29.1
2017-05-23,29.48,28.3,28.27,29.68,593108480.0,206776.0,1.75,1.13,29.34,29.06
2017-05-22,29.33,29.4,29.23,29.94,412925568.0,139781.0,1.19,0.67,29.68,29.13
2017-05-19,29.86,29.35,29.01,29.99,472705696.0,160715.0,1.36,0.76,29.63,29.19
2017-05-18,29.5,29.8,29.48,30.19,521166016.0,174237.0,1.48,0.73,29.42,29.3
2017-05-17,30.0,29.86,29.6,30.27,575837056.0,192801.0,1.64,0.77,29.04,29.42
2017-05-16,29.16,29.98,28.8,30.0,738068864.0,250537.0,2.15,0.94,28.77,29.59
2017-05-15,28.71,29.17,28.7,29.43,750677056.0,257135.0,2.21,1.01,28.58,29.72
2017-05-12,27.87,28.3,27.7,28.34,500536256.0,178176.0,1.53,0.68,28.74,29.97
2017-05-11,28.35,27.91,27.05,28.57,874497088.0,313894.0,2.7,1.4,29.18,30.31
2017-05-10,29.09,28.51,28.33,29.47,730218112.0,252554.0,2.17,1.22,29.79,30.69
2017-05-09,29.9,29.0,28.71,30.11,972102464.0,332605.0,2.86,2.02,30.4,30.93
2017-05-08,30.38,30.0,30.0,30.99,589575872.0,193608.0,1.66,1.27,30.86,31.11
2017-05-05,30.95,30.47,30.33,31.37,646280064.0,209692.0,1.8,1.33,31.2,31.17
2017-05-04,31.37,30.95,30.95,31.83,422283232.0,134105.0,1.15,0.73,31.43,31.23
2017-05-03,31.2,31.6,31.2,32.09,529116928.0,166626.0,1.43,0.91,31.59,31.21
2017-05-02,31.63,31.3,31.17,31.72,368223104.0,117307.0,1.01,0.57,31.45,31.1
2017-04-28,31.63,31.7,31.35,31.87,427340928.0,134968.0,1.16,0.67,31.36,31.24
2017-04-27,31.6,31.61,30.68,31.87,742169920.0,237275.0,2.04,1.25,31.13,31.33
2017-04-26,30.91,31.76,30.9,32.39,828898048.0,261127.0,2.24,1.42,31.02,31.45
2017-04-25,30.76,30.86,30.7,31.4,520974432.0,167487.0,1.44,0.66,30.83,31.51
2017-04-24,30.75,30.87,29.81,31.18,693683456.0,227501.0,1.96,0.96,30.75,31.74
2017-04-21,31.05,30.57,30.52,31.08,346337056.0,112689.0,0.97,0.46,31.12,31.96
2017-04-20,30.9,31.06,30.62,31.15,566158464.0,183128.0,1.57,0.75,31.52,32.42
2017-04-19,30.59,30.81,30.2,30.89,700429184.0,228921.0,1.97,0.96,31.87,32.84
2017-04-18,31.5,30.44,30.25,31.95,1583136000.0,509120.0,4.38,2.48,32.18,33.34
2017-04-17,32.46,32.71,31.91,33.0,511405408.0,156945.0,1.35,0.54,32.73,33.81
2017-04-14,32.83,32.57,32.5,33.13,491528480.0,150011.0,1.29,0.48,32.79,34.0
2017-04-13,32.54,32.84,32.54,33.27,581230784.0,176702.0,1.52,0.54,33.31,34.24
2017-04-12,32.92,32.36,32.3,33.14,657397888.0,200504.0,1.72,0.54,33.81,34.48
2017-04-11,32.99,33.19,32.22,33.39,1126288128.0,342682.0,2.95,0.95,34.5,34.85
2017-04-10,35.13,33.0,32.84,35.13,1989373952.0,590936.0,5.08,1.9,34.89,35.16
2017-04-07,35.14,35.17,35.12,35.85,854157056.0,241384.0,2.07,0.74,35.21,35.42
2017-04-06,35.8,35.35,35.21,35.98,976084672.0,274259.0,2.36,0.83,35.17,35.5
2017-04-05,34.9,35.81,34.85,36.2,1476777984.0,411745.0,3.54,1.3,35.15,35.46
2017-03-31,34.75,35.1,34.59,35.48,979624960.0,279601.0,2.4,0.76,35.2,35.23
2017-03-30,34.7,34.64,34.5,35.38,1208495872.0,346383.0,2.98,0.88,35.43,35.08
2017-03-29,35.47,34.93,34.85,35.7,1091079296.0,309346.0,2.66,0.67,35.62,35.07
2017-03-28,36.0,35.27,35.08,36.0,1077324160.0,304383.0,2.62,0.56,35.82,34.95
2017-03-27,36.18,36.04,35.83,36.78,1259420416.0,347564.0,2.99,0.65,35.78,34.86
2017-03-24,35.38,36.28,35.38,36.7,1910334976.0,528423.0,4.54,1.04,35.27,34.72
2017-03-23,35.76,35.6,34.85,36.3,1688662784.0,475059.0,4.08,0.97,34.73,34.51
2017-03-22,34.7,35.93,34.5,36.25,2352654848.0,665358.0,5.72,1.53,34.51,34.31
2017-03-21,33.62,35.04,33.4,35.85,2503850752.0,717279.0,6.16,1.79,34.08,34.09
2017-03-20,33.61,33.48,33.06,34.0,969475840.0,289232.0,2.49,0.62,33.95,34.02
2017-03-17,34.91,33.61,33.58,35.05,1361921408.0,396166.0,3.4,0.83,34.17,33.87
2017-03-16,33.92,34.5,33.76,34.55,1265238400.0,370559.0,3.18,0.69,34.29,33.59
2017-03-15,34.18,33.75,33.5,34.25,1340872448.0,396253.0,3.41,0.68,34.11,33.17
2017-03-14,34.4,34.4,34.01,35.59,1925068416.0,554645.0,4.78,0.78,34.1,32.85
2017-03-13,34.98,34.59,34.34,35.97,2222599680.0,633294.0,5.46,0.92,34.09,32.49
2017-03-10,33.7,34.22,33.31,34.6,1501834368.0,442209.0,3.81,0.69,33.56,32.14
2017-03-09,33.81,33.6,33.6,35.12,2277120256.0,663363.0,5.72,1.23,32.88,31.8
2017-03-08,33.8,33.69,33.33,34.23,2048670208.0,608649.0,5.25,1.37,32.22,31.47
2017-03-07,31.94,34.37,31.65,35.11,4049744640.0,1199842.0,10.34,4.86,31.6,31.18
2017-03-06,31.5,31.92,31.03,32.5,1659238144.0,523102.0,4.51,2.47,30.88,30.8
2017-03-03,30.36,30.81,30.11,30.98,626065088.0,204574.0,1.76,0.91,30.72,30.56
2017-03-02,30.72,30.33,30.32,31.2,518958592.0,168861.0,1.46,0.76,30.71,30.4
2017-03-01,30.76,30.58,30.5,30.97,393749344.0,128346.0,1.11,0.49,30.71,30.36
2017-02-28,31.0,30.76,30.4,31.27,641422272.0,208714.0,1.8,0.69,30.75,30.23
2017-02-27,30.68,31.14,30.56,31.56,1094280064.0,350325.0,3.02,1.39,30.72,30.1
2017-02-24,30.75,30.76,30.61,31.3,810624832.0,261926.0,2.26,1.15,30.39,29.91
2017-02-23,30.78,30.32,30.24,30.78,510918656.0,168080.0,1.45,0.71,30.08,29.78
2017-02-22,30.51,30.79,30.3,31.04,1003042112.0,326721.0,2.82,1.64,30.01,29.74
2017-02-21,29.58,30.59,29.4,30.84,1216169088.0,400079.0,3.45,2.69,29.7,29.66
2017-02-20,29.3,29.5,29.22,29.78,303587648.0,102960.0,0.89,0.65,29.47,29.58
2017-02-17,29.82,29.2,29.2,29.91,403707552.0,136709.0,1.18,0.8,29.43,29.63
2017-02-16,29.35,29.95,29.13,30.17,657164288.0,221741.0,1.91,1.38,29.48,29.51
2017-02-15,29.48,29.28,29.15,29.64,396038400.0,134832.0,1.16,0.74,29.48,29.22
2017-02-14,29.35,29.42,29.3,29.83,434411392.0,147069.0,1.27,0.72,29.62,28.98
2017-02-13,29.32,29.29,29.16,29.68,445800096.0,151699.0,1.31,0.55,29.69,28.71
2017-02-10,29.91,29.45,29.22,30.14,587316992.0,198765.0,1.71,0.74,29.83,28.46
2017-02-09,30.16,29.95,29.74,30.35,510771328.0,170211.0,1.47,0.69,29.55,28.19
2017-02-08,29.75,30.01,29.59,30.45,729621696.0,242492.0,2.09,1.19,28.96,27.84
2017-02-07,29.8,29.76,29.4,30.12,783728320.0,263412.0,2.27,1.66,28.33,27.49
2017-02-06,28.08,29.96,27.78,30.5,1471657472.0,501319.0,4.32,7.39,27.72,27.19
